transaction_id,year,transaction_time,transaction_qty,store_id,store_location,product_id,unit_price,product_category,product_type,product_detail,Balance,Revenue
18201,2025,11:23:30,1,3,Astoria,44,2.967287926306573,Tea,Brewed Black tea,English Breakfast Lg,71.25,2.967287926306573
18202,2025,11:58:19,2,5,Lower Manhattan,20,1.9781919508710486,Coffee,Drip coffee,Our Old Time Diner Blend Sm,15.99,3.956383901742097
18203,2025,19:51:19,1,8,Hell's Kitchen,50,2.967287926306573,Tea,Brewed herbal tea,Lemon Grass Lg,21.62,2.967287926306573
18204,2025,10:59:28,1,3,Astoria,1,4.203657895600978,Coffee,Barista Espresso,Latte Rg,54.15,4.203657895600978
18205,2025,17:49:49,1,8,Hell's Kitchen,9,5.192753871036502,Coffee,Barista Espresso,Carmelized Honey Latte Lg,62.23,5.192753871036502
18206,2025,08:55:47,1,8,Hell's Kitchen,24,2.967287926306573,Coffee,Organic brewed coffee,Brazilian Rg,74.63,2.967287926306573
18207,2025,18:40:50,1,3,Astoria,54,2.967287926306573,Tea,Brewed Green tea,Jade Green Tea Lg,46.91,2.967287926306573
18208,2025,19:01:44,1,8,Hell's Kitchen,19,3.26401671893723,Coffee,Gourmet brewed coffee,Ethiopian Full Roast Lg,73.25,3.26401671893723
18209,2025,18:07:48,1,8,Hell's Kitchen,68,3.709109907883216,Bakery,Pastry,Chocolate Croissant,55.22,3.709109907883216
18210,2025,08:24:07,1,8,Hell's Kitchen,75,11.869151705226292,Branded,Merchandise,Afficionado Mug,65.92,11.869151705226292
18211,2025,13:55:39,2,5,Lower Manhattan,69,3.956383901742097,Bakery,Pastry,Almond Croissant,71.99,7.912767803484194
18212,2025,11:50:27,1,3,Astoria,61,3.709109907883216,Bakery,Scone,Jumbo Savory Scone,37.64,3.709109907883216
18213,2025,06:20:31,1,5,Lower Manhattan,19,3.26401671893723,Coffee,Gourmet brewed coffee,Ethiopian Full Roast Lg,59.1,3.26401671893723
18214,2025,17:42:35,2,3,Astoria,58,3.709109907883216,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,75.93,7.418219815766432
18215,2025,13:10:01,1,8,Hell's Kitchen,67,3.461835914024335,Bakery,Biscotti,Ginger Biscotti,8.38,3.461835914024335
18216,2025,14:43:35,1,5,Lower Manhattan,12,2.967287926306573,Coffee,Gourmet brewed coffee,Ethiopia Rg,92.29,2.967287926306573
18217,2025,12:56:45,1,5,Lower Manhattan,51,2.472739938588811,Tea,Brewed Green tea,Serenity Green Tea Rg,87.16,2.472739938588811
18218,2025,08:41:24,1,3,Astoria,12,2.967287926306573,Coffee,Gourmet brewed coffee,Ethiopia Rg,13.65,2.967287926306573
18219,2025,07:18:04,1,3,Astoria,7,2.967287926306573,Coffee,Barista Espresso,Ouro Brasileiro shot,5.27,2.967287926306573
18220,2025,11:05:41,2,5,Lower Manhattan,52,2.967287926306573,Tea,Brewed Green tea,Serenity Green Tea Lg,23.25,5.934575852613146
18221,2025,10:42:15,1,3,Astoria,21,2.472739938588811,Coffee,Drip coffee,Our Old Time Diner Blend Rg,95.17,2.472739938588811
18222,2025,18:44:07,1,8,Hell's Kitchen,61,3.709109907883216,Bakery,Scone,Jumbo Savory Scone,28.22,3.709109907883216
18223,2025,07:24:51,1,3,Astoria,47,2.472739938588811,Tea,Brewed herbal tea,Peppermint Rg,62.15,2.472739938588811
18224,2025,13:28:19,1,8,Hell's Kitchen,41,2.967287926306573,Tea,Brewed Black tea,Earl Grey Lg,17.94,2.967287926306573
18225,2025,17:26:23,2,3,Astoria,52,2.967287926306573,Tea,Brewed Green tea,Serenity Green Tea Lg,50.59,5.934575852613146
18226,2025,12:36:18,2,3,Astoria,27,4.698205883318741,Coffee,Organic brewed coffee,Sustainably Grown Organic Lg,42.48,9.396411766637481
18227,2025,12:02:28,1,8,Hell's Kitchen,69,3.956383901742097,Bakery,Pastry,Almond Croissant,40.53,3.956383901742097
18228,2025,16:04:48,1,5,Lower Manhattan,2,3.709109907883216,Coffee,Barista Espresso,Latte,9.43,3.709109907883216
18229,2025,13:24:06,2,5,Lower Manhattan,44,2.967287926306573,Tea,Brewed Black tea,English Breakfast Lg,51.18,5.934575852613146
18230,2025,19:39:22,1,8,Hell's Kitchen,41,2.967287926306573,Tea,Brewed Black tea,Earl Grey Lg,39.78,2.967287926306573
18231,2025,15:19:58,1,5,Lower Manhattan,22,2.967287926306573,Coffee,Drip coffee,Our Old Time Diner Blend Lg,54.3,2.967287926306573
18232,2025,10:42:41,1,8,Hell's Kitchen,55,3.461835914024335,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,84.22,3.461835914024335
18233,2025,19:35:41,1,3,Astoria,68,3.709109907883216,Bakery,Pastry,Chocolate Croissant,84.37,3.709109907883216
18234,2025,08:16:38,1,8,Hell's Kitchen,13,3.461835914024335,Coffee,Gourmet brewed coffee,Ethiopia Lg,95.49,3.461835914024335
18235,2025,18:06:24,1,3,Astoria,70,3.709109907883216,Bakery,Pastry,Cinnamon Roll,30.28,3.709109907883216
18236,2025,10:54:31,1,5,Lower Manhattan,26,3.709109907883216,Coffee,Organic brewed coffee,Sustainably Grown Organic Rg,41.48,3.709109907883216
18237,2025,14:25:38,1,8,Hell's Kitchen,45,2.5716495361323632,Tea,Brewed Black tea,Darjeeling Rg,55.1,2.5716495361323632
18238,2025,18:43:27,1,5,Lower Manhattan,51,2.472739938588811,Tea,Brewed Green tea,Serenity Green Tea Rg,38.5,2.472739938588811
18239,2025,14:37:05,1,3,Astoria,3,4.203657895600978,Coffee,Barista Espresso,Cappuccino Lg,47.0,4.203657895600978
18240,2025,09:30:59,1,8,Hell's Kitchen,70,3.709109907883216,Bakery,Pastry,Cinnamon Roll,84.74,3.709109907883216
18241,2025,18:27:01,1,3,Astoria,11,4.945479877177622,Coffee,Barista Espresso,Mocha Lg,11.32,4.945479877177622
18242,2025,07:24:16,1,3,Astoria,64,3.214561920165454,Bakery,Scone,Ginger Scone,12.23,3.214561920165454
18243,2025,06:45:42,1,3,Astoria,13,3.461835914024335,Coffee,Gourmet brewed coffee,Ethiopia Lg,74.7,3.461835914024335
18244,2025,13:06:28,1,3,Astoria,19,3.26401671893723,Coffee,Gourmet brewed coffee,Ethiopian Full Roast Lg,63.76,3.26401671893723
18245,2025,06:00:53,1,3,Astoria,49,2.472739938588811,Tea,Brewed herbal tea,Lemon Grass Rg,68.22,2.472739938588811
18246,2025,19:16:59,2,8,Hell's Kitchen,61,3.709109907883216,Bakery,Scone,Jumbo Savory Scone,86.75,7.418219815766432
18247,2025,07:03:09,2,5,Lower Manhattan,49,2.472739938588811,Tea,Brewed herbal tea,Lemon Grass Rg,35.11,4.945479877177622
18248,2025,16:39:32,2,8,Hell's Kitchen,44,2.967287926306573,Tea,Brewed Black tea,English Breakfast Lg,20.1,5.934575852613146
18249,2025,12:48:46,1,3,Astoria,39,2.967287926306573,Tea,Brewed Chai tea,Traditional Blend Chai Lg,26.32,2.967287926306573
18250,2025,10:16:13,1,5,Lower Manhattan,5,4.698205883318741,Coffee,Barista Espresso,Latte Lg,26.13,4.698205883318741
18251,2025,08:56:31,1,5,Lower Manhattan,69,3.956383901742097,Bakery,Pastry,Almond Croissant,96.43,3.956383901742097
18252,2025,15:19:16,1,5,Lower Manhattan,38,2.472739938588811,Tea,Brewed Chai tea,Traditional Blend Chai Rg,24.14,2.472739938588811
18253,2025,09:24:54,1,8,Hell's Kitchen,56,4.450931889459859,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,5.88,4.450931889459859
18254,2025,07:54:51,1,5,Lower Manhattan,60,2.967287926306573,Bakery,Scone,Oatmeal Scone,93.86,2.967287926306573
18255,2025,08:39:06,2,3,Astoria,63,3.214561920165454,Bakery,Scone,Cranberry Scone,30.76,6.429123840330908
18256,2025,13:20:00,1,3,Astoria,44,2.967287926306573,Tea,Brewed Black tea,English Breakfast Lg,59.72,2.967287926306573
18257,2025,11:57:54,2,3,Astoria,36,2.472739938588811,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,16.21,4.945479877177622
18258,2025,06:19:53,1,3,Astoria,55,3.461835914024335,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,45.3,3.461835914024335
18259,2025,17:17:01,1,3,Astoria,56,4.450931889459859,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,5.63,4.450931889459859
18260,2025,19:52:51,1,8,Hell's Kitchen,33,2.5221947373605866,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,97.99,2.5221947373605866
18261,2025,11:32:08,1,5,Lower Manhattan,26,3.709109907883216,Coffee,Organic brewed coffee,Sustainably Grown Organic Rg,75.93,3.709109907883216
18262,2025,08:17:27,1,8,Hell's Kitchen,51,2.472739938588811,Tea,Brewed Green tea,Serenity Green Tea Rg,44.69,2.472739938588811
18263,2025,08:02:44,3,8,Hell's Kitchen,67,3.461835914024335,Bakery,Biscotti,Ginger Biscotti,44.56,10.385507742073006
18264,2025,12:40:20,1,3,Astoria,2,3.709109907883216,Coffee,Barista Espresso,Latte,89.9,3.709109907883216
18265,2025,09:00:16,2,5,Lower Manhattan,46,3.165107121393678,Tea,Brewed Black tea,Darjeeling Lg,16.11,6.330214242787356
18266,2025,08:08:09,1,3,Astoria,30,3.709109907883216,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,34.88,3.709109907883216
18267,2025,10:20:50,1,3,Astoria,38,2.472739938588811,Tea,Brewed Chai tea,Traditional Blend Chai Rg,90.98,2.472739938588811
18268,2025,11:14:22,1,8,Hell's Kitchen,11,4.945479877177622,Coffee,Barista Espresso,Mocha Lg,32.21,4.945479877177622
18269,2025,18:24:27,1,5,Lower Manhattan,26,3.709109907883216,Coffee,Organic brewed coffee,Sustainably Grown Organic Rg,5.81,3.709109907883216
18270,2025,17:54:05,1,8,Hell's Kitchen,16,2.967287926306573,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,57.83,2.967287926306573
18271,2025,19:06:01,1,5,Lower Manhattan,9,5.192753871036502,Coffee,Barista Espresso,Carmelized Honey Latte Lg,11.21,5.192753871036502
18272,2025,12:27:32,2,8,Hell's Kitchen,9,5.192753871036502,Coffee,Barista Espresso,Carmelized Honey Latte Lg,72.88,10.385507742073004
18273,2025,16:42:43,1,3,Astoria,36,2.472739938588811,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,87.7,2.472739938588811
18274,2025,09:36:08,2,3,Astoria,54,2.967287926306573,Tea,Brewed Green tea,Jade Green Tea Lg,95.09,5.934575852613146
18275,2025,15:59:27,1,8,Hell's Kitchen,51,2.472739938588811,Tea,Brewed Green tea,Serenity Green Tea Rg,21.07,2.472739938588811
18276,2025,15:02:20,1,8,Hell's Kitchen,54,2.967287926306573,Tea,Brewed Green tea,Jade Green Tea Lg,68.3,2.967287926306573
18277,2025,08:07:30,1,3,Astoria,50,2.967287926306573,Tea,Brewed herbal tea,Lemon Grass Lg,96.66,2.967287926306573
18278,2025,17:21:48,1,8,Hell's Kitchen,67,3.461835914024335,Bakery,Biscotti,Ginger Biscotti,8.22,3.461835914024335
18279,2025,07:34:13,2,5,Lower Manhattan,25,3.461835914024335,Coffee,Organic brewed coffee,Brazilian Lg,17.07,6.92367182804867
18280,2025,06:28:27,1,3,Astoria,39,2.967287926306573,Tea,Brewed Chai tea,Traditional Blend Chai Lg,23.82,2.967287926306573
18281,2025,12:15:17,2,5,Lower Manhattan,45,2.5716495361323632,Tea,Brewed Black tea,Darjeeling Rg,31.15,5.1432990722647265
18282,2025,18:12:48,1,5,Lower Manhattan,36,2.472739938588811,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,49.73,2.472739938588811
18283,2025,17:44:54,1,8,Hell's Kitchen,25,3.461835914024335,Coffee,Organic brewed coffee,Brazilian Lg,53.74,3.461835914024335
18284,2025,18:36:28,1,8,Hell's Kitchen,25,3.461835914024335,Coffee,Organic brewed coffee,Brazilian Lg,58.93,3.461835914024335
18285,2025,19:10:31,1,5,Lower Manhattan,38,2.472739938588811,Tea,Brewed Chai tea,Traditional Blend Chai Rg,81.23,2.472739938588811
18286,2025,16:03:28,1,3,Astoria,77,9.890959754355244,Loose Tea,Loose Leaf,Earl Grey Loose 4oz,52.89,9.890959754355244
18287,2025,08:47:38,1,3,Astoria,40,2.472739938588811,Tea,Brewed Black tea,Earl Grey Rg,78.46,2.472739938588811
18288,2025,17:46:29,1,5,Lower Manhattan,73,14.836439631532864,Coffee Beans,Whole Bean,Brazilian Whole Bean 12oz,56.02,14.836439631532864
18289,2025,10:59:16,2,5,Lower Manhattan,58,3.709109907883216,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,70.67,7.418219815766432
18290,2025,06:20:17,1,3,Astoria,56,4.450931889459859,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,48.08,4.450931889459859
18291,2025,13:01:37,1,8,Hell's Kitchen,51,2.472739938588811,Tea,Brewed Green tea,Serenity Green Tea Rg,29.34,2.472739938588811
18292,2025,15:05:35,1,8,Hell's Kitchen,5,4.698205883318741,Coffee,Barista Espresso,Latte Lg,26.51,4.698205883318741
18293,2025,19:41:59,1,3,Astoria,69,3.956383901742097,Bakery,Pastry,Almond Croissant,24.56,3.956383901742097
18294,2025,11:42:02,2,8,Hell's Kitchen,59,4.698205883318741,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,62.94,9.396411766637481
18295,2025,06:49:02,1,8,Hell's Kitchen,11,4.945479877177622,Coffee,Barista Espresso,Mocha Lg,17.6,4.945479877177622
18296,2025,09:25:39,1,5,Lower Manhattan,65,3.214561920165454,Bakery,Biscotti,Hazelnut Biscotti,16.0,3.214561920165454
18297,2025,14:05:02,1,5,Lower Manhattan,51,2.472739938588811,Tea,Brewed Green tea,Serenity Green Tea Rg,77.22,2.472739938588811
18298,2025,06:00:14,1,3,Astoria,26,3.709109907883216,Coffee,Organic brewed coffee,Sustainably Grown Organic Rg,85.84,3.709109907883216
18299,2025,12:27:07,1,8,Hell's Kitchen,8,4.698205883318741,Coffee,Barista Espresso,Carmelized Honey Latte,29.54,4.698205883318741
18300,2025,07:40:51,1,3,Astoria,27,4.698205883318741,Coffee,Organic brewed coffee,Sustainably Grown Organic Lg,82.16,4.698205883318741
18301,2025,13:52:50,2,5,Lower Manhattan,45,2.5716495361323632,Tea,Brewed Black tea,Darjeeling Rg,39.37,5.1432990722647265
18302,2025,16:03:49,1,3,Astoria,40,2.472739938588811,Tea,Brewed Black tea,Earl Grey Rg,85.78,2.472739938588811
18303,2025,13:39:23,1,3,Astoria,51,2.472739938588811,Tea,Brewed Green tea,Serenity Green Tea Rg,24.66,2.472739938588811
18304,2025,12:51:12,2,3,Astoria,54,2.967287926306573,Tea,Brewed Green tea,Jade Green Tea Lg,67.55,5.934575852613146
18305,2025,17:57:14,1,8,Hell's Kitchen,48,2.967287926306573,Tea,Brewed herbal tea,Peppermint Lg,82.22,2.967287926306573
18306,2025,13:34:46,1,3,Astoria,15,2.472739938588811,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,74.26,2.472739938588811
18307,2025,19:26:26,2,8,Hell's Kitchen,13,3.461835914024335,Coffee,Gourmet brewed coffee,Ethiopia Lg,92.71,6.92367182804867
18308,2025,08:28:09,3,8,Hell's Kitchen,39,2.967287926306573,Tea,Brewed Chai tea,Traditional Blend Chai Lg,75.82,8.901863778919719
18309,2025,09:15:51,2,5,Lower Manhattan,52,2.967287926306573,Tea,Brewed Green tea,Serenity Green Tea Lg,60.29,5.934575852613146
18310,2025,14:16:18,1,5,Lower Manhattan,55,3.461835914024335,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,60.97,3.461835914024335
18311,2025,17:29:47,1,5,Lower Manhattan,22,2.967287926306573,Coffee,Drip coffee,Our Old Time Diner Blend Lg,32.84,2.967287926306573
18312,2025,08:11:52,1,3,Astoria,27,4.698205883318741,Coffee,Organic brewed coffee,Sustainably Grown Organic Lg,56.35,4.698205883318741
18313,2025,07:35:55,2,3,Astoria,72,16.32008359468615,Coffee Beans,Whole Bean,Columbian Whole Bean 12oz,23.26,32.6401671893723
18314,2025,14:09:28,1,8,Hell's Kitchen,66,3.461835914024335,Bakery,Biscotti,Chocolate Chip Biscotti,68.23,3.461835914024335
18315,2025,15:47:02,1,3,Astoria,9,5.192753871036502,Coffee,Barista Espresso,Carmelized Honey Latte Lg,85.75,5.192753871036502
18316,2025,19:33:37,2,8,Hell's Kitchen,11,4.945479877177622,Coffee,Barista Espresso,Mocha Lg,37.93,9.890959754355244
18317,2025,19:10:18,1,5,Lower Manhattan,8,4.698205883318741,Coffee,Barista Espresso,Carmelized Honey Latte,47.56,4.698205883318741
18318,2025,08:19:22,2,8,Hell's Kitchen,38,2.472739938588811,Tea,Brewed Chai tea,Traditional Blend Chai Rg,94.19,4.945479877177622
18319,2025,15:27:08,1,8,Hell's Kitchen,1,4.203657895600978,Coffee,Barista Espresso,Latte Rg,73.4,4.203657895600978
18320,2025,07:12:42,1,8,Hell's Kitchen,45,2.5716495361323632,Tea,Brewed Black tea,Darjeeling Rg,34.4,2.5716495361323632
18321,2025,16:56:47,3,8,Hell's Kitchen,67,3.461835914024335,Bakery,Biscotti,Ginger Biscotti,22.27,10.385507742073006
18322,2025,11:23:45,2,5,Lower Manhattan,39,2.967287926306573,Tea,Brewed Chai tea,Traditional Blend Chai Lg,84.4,5.934575852613146
18323,2025,19:16:00,3,8,Hell's Kitchen,59,4.698205883318741,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,24.21,14.094617649956222
18324,2025,18:15:37,1,5,Lower Manhattan,2,3.709109907883216,Coffee,Barista Espresso,Latte,71.62,3.709109907883216
18325,2025,13:05:06,2,5,Lower Manhattan,47,2.472739938588811,Tea,Brewed herbal tea,Peppermint Rg,52.77,4.945479877177622
18326,2025,08:57:06,2,5,Lower Manhattan,54,2.967287926306573,Tea,Brewed Green tea,Jade Green Tea Lg,29.6,5.934575852613146
18327,2025,19:53:21,1,5,Lower Manhattan,2,3.709109907883216,Coffee,Barista Espresso,Latte,31.36,3.709109907883216
18328,2025,18:03:42,1,3,Astoria,15,2.472739938588811,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,15.14,2.472739938588811
18329,2025,09:56:16,1,3,Astoria,14,1.9781919508710486,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,52.55,1.9781919508710486
18330,2025,07:50:33,1,3,Astoria,5,4.698205883318741,Coffee,Barista Espresso,Latte Lg,50.94,4.698205883318741
18331,2025,06:45:24,1,5,Lower Manhattan,3,4.203657895600978,Coffee,Barista Espresso,Cappuccino Lg,75.47,4.203657895600978
18332,2025,12:32:54,3,3,Astoria,1,4.203657895600978,Coffee,Barista Espresso,Latte Rg,73.01,12.610973686802934
18333,2025,19:27:02,3,3,Astoria,13,3.461835914024335,Coffee,Gourmet brewed coffee,Ethiopia Lg,99.03,10.385507742073006
18334,2025,19:20:41,1,3,Astoria,12,2.967287926306573,Coffee,Gourmet brewed coffee,Ethiopia Rg,11.0,2.967287926306573
18335,2025,08:16:06,1,5,Lower Manhattan,70,3.709109907883216,Bakery,Pastry,Cinnamon Roll,28.3,3.709109907883216
18336,2025,06:45:32,2,3,Astoria,65,3.214561920165454,Bakery,Biscotti,Hazelnut Biscotti,61.29,6.429123840330908
18337,2025,16:56:03,2,3,Astoria,52,2.967287926306573,Tea,Brewed Green tea,Serenity Green Tea Lg,38.26,5.934575852613146
18338,2025,19:10:01,1,3,Astoria,3,4.203657895600978,Coffee,Barista Espresso,Cappuccino Lg,11.26,4.203657895600978
18339,2025,07:08:27,1,3,Astoria,59,4.698205883318741,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,45.28,4.698205883318741
18340,2025,08:47:45,1,8,Hell's Kitchen,50,2.967287926306573,Tea,Brewed herbal tea,Lemon Grass Lg,77.37,2.967287926306573
18341,2025,12:11:55,1,3,Astoria,9,5.192753871036502,Coffee,Barista Espresso,Carmelized Honey Latte Lg,90.17,5.192753871036502
18342,2025,16:38:53,2,5,Lower Manhattan,54,2.967287926306573,Tea,Brewed Green tea,Jade Green Tea Lg,38.0,5.934575852613146
18343,2025,13:01:40,1,3,Astoria,59,4.698205883318741,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,27.01,4.698205883318741
18344,2025,14:15:20,2,5,Lower Manhattan,45,2.5716495361323632,Tea,Brewed Black tea,Darjeeling Rg,96.99,5.1432990722647265
18345,2025,17:53:44,1,5,Lower Manhattan,51,2.472739938588811,Tea,Brewed Green tea,Serenity Green Tea Rg,29.13,2.472739938588811
18346,2025,13:28:30,1,5,Lower Manhattan,8,4.698205883318741,Coffee,Barista Espresso,Carmelized Honey Latte,43.92,4.698205883318741
18347,2025,12:33:58,1,3,Astoria,38,2.472739938588811,Tea,Brewed Chai tea,Traditional Blend Chai Rg,32.53,2.472739938588811
18348,2025,15:57:00,1,8,Hell's Kitchen,8,4.698205883318741,Coffee,Barista Espresso,Carmelized Honey Latte,92.16,4.698205883318741
18349,2025,13:10:50,1,5,Lower Manhattan,54,2.967287926306573,Tea,Brewed Green tea,Jade Green Tea Lg,39.86,2.967287926306573
18350,2025,08:58:49,1,3,Astoria,39,2.967287926306573,Tea,Brewed Chai tea,Traditional Blend Chai Lg,42.75,2.967287926306573
18351,2025,19:15:39,1,8,Hell's Kitchen,38,2.472739938588811,Tea,Brewed Chai tea,Traditional Blend Chai Rg,68.24,2.472739938588811
18352,2025,15:26:10,1,8,Hell's Kitchen,79,7.912767803484194,Flavours,Syrup,Vanilla Syrup 12oz,29.22,7.912767803484194
18353,2025,19:24:28,1,3,Astoria,49,2.472739938588811,Tea,Brewed herbal tea,Lemon Grass Rg,85.08,2.472739938588811
18354,2025,14:49:23,1,8,Hell's Kitchen,19,3.26401671893723,Coffee,Gourmet brewed coffee,Ethiopian Full Roast Lg,37.38,3.26401671893723
18355,2025,11:56:31,1,3,Astoria,73,14.836439631532864,Coffee Beans,Whole Bean,Brazilian Whole Bean 12oz,9.74,14.836439631532864
18356,2025,06:10:12,1,3,Astoria,3,4.203657895600978,Coffee,Barista Espresso,Cappuccino Lg,90.63,4.203657895600978
18357,2025,10:00:57,1,3,Astoria,54,2.967287926306573,Tea,Brewed Green tea,Jade Green Tea Lg,86.51,2.967287926306573
18358,2025,18:38:57,3,3,Astoria,37,3.956383901742097,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,63.73,11.869151705226292
18359,2025,13:59:02,2,8,Hell's Kitchen,27,4.698205883318741,Coffee,Organic brewed coffee,Sustainably Grown Organic Lg,83.24,9.396411766637481
18360,2025,14:14:37,1,5,Lower Manhattan,12,2.967287926306573,Coffee,Gourmet brewed coffee,Ethiopia Rg,53.32,2.967287926306573
18361,2025,10:56:34,1,5,Lower Manhattan,3,4.203657895600978,Coffee,Barista Espresso,Cappuccino Lg,67.16,4.203657895600978
18362,2025,12:54:13,1,3,Astoria,43,2.472739938588811,Tea,Brewed Black tea,English Breakfast Rg,34.16,2.472739938588811
18363,2025,12:51:12,1,8,Hell's Kitchen,29,3.0661975238501253,Coffee,Premium brewed coffee,Jamaican Coffee River Rg,9.55,3.0661975238501253
18364,2025,14:44:53,1,8,Hell's Kitchen,38,2.472739938588811,Tea,Brewed Chai tea,Traditional Blend Chai Rg,29.19,2.472739938588811
18365,2025,10:33:04,1,3,Astoria,46,3.165107121393678,Tea,Brewed Black tea,Darjeeling Lg,60.16,3.165107121393678
18366,2025,07:36:14,3,5,Lower Manhattan,12,2.967287926306573,Coffee,Gourmet brewed coffee,Ethiopia Rg,79.03,8.901863778919719
18367,2025,13:26:32,1,3,Astoria,67,3.461835914024335,Bakery,Biscotti,Ginger Biscotti,92.57,3.461835914024335
18368,2025,06:00:35,1,5,Lower Manhattan,25,3.461835914024335,Coffee,Organic brewed coffee,Brazilian Lg,38.53,3.461835914024335
18369,2025,11:09:02,1,5,Lower Manhattan,39,2.967287926306573,Tea,Brewed Chai tea,Traditional Blend Chai Lg,46.37,2.967287926306573
18370,2025,18:32:45,1,3,Astoria,63,3.214561920165454,Bakery,Scone,Cranberry Scone,72.95,3.214561920165454
18371,2025,19:17:16,1,3,Astoria,42,2.769468731219468,Tea,Brewed Black tea,Earl Grey,78.85,2.769468731219468
18372,2025,17:26:32,1,3,Astoria,14,1.9781919508710486,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,81.36,1.9781919508710486
18373,2025,14:04:49,3,8,Hell's Kitchen,15,2.472739938588811,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,19.72,7.418219815766433
18374,2025,09:10:47,1,5,Lower Manhattan,64,3.214561920165454,Bakery,Scone,Ginger Scone,85.42,3.214561920165454
18375,2025,17:23:19,1,8,Hell's Kitchen,53,2.472739938588811,Tea,Brewed Green tea,Jade Green Tea Rg,21.22,2.472739938588811
18376,2025,06:11:28,1,8,Hell's Kitchen,67,3.461835914024335,Bakery,Biscotti,Ginger Biscotti,29.45,3.461835914024335
18377,2025,06:09:17,1,3,Astoria,27,4.698205883318741,Coffee,Organic brewed coffee,Sustainably Grown Organic Lg,42.54,4.698205883318741
18378,2025,13:08:53,1,8,Hell's Kitchen,17,2.1760111459581535,Coffee,Gourmet brewed coffee,Ethiopian Full Roast Sm,70.79,2.1760111459581535
18379,2025,15:08:11,1,3,Astoria,69,3.956383901742097,Bakery,Pastry,Almond Croissant,81.19,3.956383901742097
18380,2025,13:22:49,1,5,Lower Manhattan,36,2.472739938588811,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,15.69,2.472739938588811
18381,2025,15:45:51,1,8,Hell's Kitchen,1,4.203657895600978,Coffee,Barista Espresso,Latte Rg,19.58,4.203657895600978
18382,2025,14:40:06,1,3,Astoria,17,2.1760111459581535,Coffee,Gourmet brewed coffee,Ethiopian Full Roast Sm,80.69,2.1760111459581535
18383,2025,08:33:16,2,3,Astoria,18,2.769468731219468,Coffee,Gourmet brewed coffee,Ethiopian Full Roast Rg,70.69,5.538937462438936
18384,2025,16:58:49,1,3,Astoria,69,3.956383901742097,Bakery,Pastry,Almond Croissant,95.9,3.956383901742097
18385,2025,13:26:03,2,3,Astoria,52,2.967287926306573,Tea,Brewed Green tea,Serenity Green Tea Lg,18.42,5.934575852613146
18386,2025,12:35:20,1,8,Hell's Kitchen,53,2.472739938588811,Tea,Brewed Green tea,Jade Green Tea Rg,80.14,2.472739938588811
18387,2025,18:23:21,2,8,Hell's Kitchen,62,4.450931889459859,Bakery,Scone,Scottish Cream Scone,38.87,8.901863778919719
18388,2025,12:28:35,1,3,Astoria,58,3.709109907883216,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,11.11,3.709109907883216
18389,2025,12:11:55,1,3,Astoria,63,3.214561920165454,Bakery,Scone,Cranberry Scone,80.11,3.214561920165454
18390,2025,17:25:19,1,5,Lower Manhattan,77,9.890959754355244,Loose Tea,Loose Leaf,Earl Grey Loose 4oz,14.4,9.890959754355244
18391,2025,18:49:01,2,5,Lower Manhattan,37,3.956383901742097,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,11.2,7.912767803484194
18392,2025,12:44:44,1,3,Astoria,13,3.461835914024335,Coffee,Gourmet brewed coffee,Ethiopia Lg,45.81,3.461835914024335
18393,2025,07:02:20,2,5,Lower Manhattan,39,2.967287926306573,Tea,Brewed Chai tea,Traditional Blend Chai Lg,17.73,5.934575852613146
18394,2025,10:33:02,1,5,Lower Manhattan,22,2.967287926306573,Coffee,Drip coffee,Our Old Time Diner Blend Lg,55.55,2.967287926306573
18395,2025,10:26:38,1,5,Lower Manhattan,30,3.709109907883216,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,10.8,3.709109907883216
